ID,BIOSAMPLE_ACCESSION,ROLLINGDB_ID,ISOLATION_LOCATION,DB_OF_ORIGIN,TESTING_LOCATION,STUDY_NAME,STUDY_PMID,MEDIA,MOXI,MOXI_lower_bound,MOXI_upper_bound,MOXI_midpoint,category,Path,MOXI_quality
site.03.subj.GB-84020089.lab.84020089.iso.1,ERS5312609,ERR4822545,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822545/pilon/ERR4822545,MEDIUM
site.03.subj.GB-84210002.lab.84210002.iso.1,ERS5312610,ERR4822546,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822546/pilon/ERR4822546,HIGH
site.03.subj.GB-83910010.lab.GB-83910010.iso.1,ERS5312611,ERR4822547,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822547/pilon/ERR4822547,HIGH
site.03.subj.GB-84120113.lab.GB-84120113.iso.1,ERS5312612,ERR4822548,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822548/pilon/ERR4822548,HIGH
site.03.subj.GB-83820148.lab.83820148.iso.1,ERS5312613,ERR4822549,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822549/pilon/ERR4822549,HIGH
site.03.subj.UA7-2017.lab.UA7-2017.iso.1,ERS5312614,ERR4822550,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822550/pilon/ERR4822550,HIGH
site.03.subj.UA6-2017.lab.UA6-2017.iso.1,ERS5312615,ERR4822551,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822551/pilon/ERR4822551,HIGH
site.03.subj.UA5-2017.lab.UA5-2017.iso.1,ERS5312616,ERR4822552,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822552/pilon/ERR4822552,HIGH
site.03.subj.UA4-2017.lab.UA4-2017.iso.1,ERS5312617,ERR4822553,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822553/pilon/ERR4822553,HIGH
site.03.subj.UA3-2017.lab.UA3-2017.iso.1,ERS5312618,ERR4822554,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822554/pilon/ERR4822554,HIGH
site.03.subj.UA2-2017.lab.UA2-2017.iso.1,ERS5312619,ERR4822555,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822555/pilon/ERR4822555,HIGH
site.03.subj.UA1-2017.lab.UA1-2017.iso.1,ERS5312620,ERR4822556,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822556/pilon/ERR4822556,HIGH
site.03.subj.10159.lab.IML-00836.iso.1,ERS5312621,ERR4822557,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822557/pilon/ERR4822557,HIGH
site.03.subj.10272.lab.IML-00791.iso.1,ERS5312622,ERR4822558,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822558/pilon/ERR4822558,HIGH
site.03.subj.10395.lab.IML-00788.iso.1,ERS5312624,ERR4822560,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822560/pilon/ERR4822560,HIGH
site.03.subj.10403.lab.IML-00843.iso.1,ERS5312625,ERR4822561,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,2.0,2.0,2.0,2.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822561/pilon/ERR4822561,HIGH
site.03.subj.10424.lab.IML-00787.iso.1,ERS5312626,ERR4822562,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822562/pilon/ERR4822562,HIGH
site.03.subj.10532.lab.IML-00782.iso.1,ERS5312628,ERR4822564,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822564/pilon/ERR4822564,HIGH
site.03.subj.10593.lab.IML-00852.iso.1,ERS5312630,ERR4822566,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822566/pilon/ERR4822566,HIGH
site.03.subj.10594.lab.IML-00783.iso.1,ERS5312631,ERR4822567,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822567/pilon/ERR4822567,HIGH
site.03.subj.10681.lab.IML-00792.iso.1,ERS5312633,ERR4822569,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822569/pilon/ERR4822569,HIGH
site.03.subj.10682.lab.IML-00854.iso.1,ERS5312634,ERR4822570,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822570/pilon/ERR4822570,HIGH
site.03.subj.10711.lab.IML-00856.iso.1,ERS5312636,ERR4822572,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822572/pilon/ERR4822572,HIGH
site.03.subj.10723.lab.IML-00781.iso.1,ERS5312637,ERR4822573,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822573/pilon/ERR4822573,HIGH
site.03.subj.10746.lab.IML-00786.iso.1,ERS5312638,ERR4822574,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822574/pilon/ERR4822574,HIGH
site.03.subj.10808.lab.IML-00784.iso.1,ERS5312639,ERR4822575,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822575/pilon/ERR4822575,HIGH
site.03.subj.10844.lab.IML-00780.iso.1,ERS5312640,ERR4822576,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822576/pilon/ERR4822576,HIGH
site.03.subj.10847.lab.IML-00859.iso.1,ERS5312641,ERR4822577,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822577/pilon/ERR4822577,HIGH
site.03.subj.10851.lab.IML-00860.iso.1,ERS5312643,ERR4822579,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822579/pilon/ERR4822579,HIGH
site.03.subj.10861.lab.IML-00835.iso.1,ERS5312644,ERR4822580,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822580/pilon/ERR4822580,HIGH
site.03.subj.10963.lab.IML-00795.iso.1,ERS5312645,ERR4822581,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822581/pilon/ERR4822581,HIGH
site.03.subj.11005.lab.IML-00841.iso.1,ERS5312647,ERR4822583,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822583/pilon/ERR4822583,HIGH
site.03.subj.11030.lab.IML-00824.iso.1,ERS5312649,ERR4822585,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822585/pilon/ERR4822585,HIGH
site.03.subj.11086.lab.IML-00871.iso.1,ERS5312650,ERR4822586,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,2.0,2.0,2.0,2.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822586/pilon/ERR4822586,HIGH
site.03.subj.11120.lab.IML-00804.iso.1,ERS5312653,ERR4822589,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822589/pilon/ERR4822589,HIGH
site.03.subj.11134.lab.IML-00807.iso.1,ERS5312656,ERR4822592,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822592/pilon/ERR4822592,HIGH
site.03.subj.11138.lab.IML-00828.iso.1,ERS5312657,ERR4822593,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822593/pilon/ERR4822593,HIGH
site.03.subj.11147.lab.IML-00809.iso.1,ERS5312659,ERR4822595,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,2.0,2.0,2.0,2.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822595/pilon/ERR4822595,HIGH
site.03.subj.11156.lab.IML-00810.iso.1,ERS5312660,ERR4822596,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,2.0,2.0,2.0,2.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822596/pilon/ERR4822596,HIGH
site.03.subj.11159.lab.IML-00811.iso.1,ERS5312661,ERR4822597,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,2.0,2.0,2.0,2.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822597/pilon/ERR4822597,HIGH
site.03.subj.BOR-14593-16.lab.IML-00767.iso.1,ERS5312664,ERR4822600,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822600/pilon/ERR4822600,HIGH
site.03.subj.BOR-30077-18.lab.IML-00775.iso.1,ERS5312666,ERR4822602,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822602/pilon/ERR4822602,HIGH
site.03.subj.BOR-30079-18.lab.IML-00774.iso.1,ERS5312667,ERR4822603,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.25,0.25,0.25,0.25,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822603/pilon/ERR4822603,HIGH
site.03.subj.BOR-3144-17.lab.IML-00764.iso.1,ERS5312668,ERR4822604,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822604/pilon/ERR4822604,HIGH
site.03.subj.BOR-4077-17.lab.IML-00772.iso.1,ERS5312669,ERR4822605,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822605/pilon/ERR4822605,HIGH
site.03.subj.BOR-8143-18.lab.IML-00750.iso.1,ERS5312672,ERR4822608,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.5,0.5,0.5,0.5,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822608/pilon/ERR4822608,HIGH
site.03.subj.BOR-8669-17.lab.IML-00762.iso.1,ERS5312673,ERR4822609,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.25,0.25,0.25,0.25,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822609/pilon/ERR4822609,HIGH
site.03.subj.GB-80850040.lab.IML-00748.iso.1,ERS5312676,ERR4822612,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822612/pilon/ERR4822612,HIGH
site.03.subj.GB-81040190.lab.IML-00744.iso.1,ERS5312677,ERR4822613,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822613/pilon/ERR4822613,HIGH
site.03.subj.GB-81510095.lab.81510095.iso.1,ERS5312679,ERR4822615,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822615/pilon/ERR4822615,HIGH
site.03.subj.GB-81840117.lab.81840117.iso.1,ERS5312680,ERR4822616,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822616/pilon/ERR4822616,HIGH
site.03.subj.GB-82030137.lab.82030137.iso.1,ERS5312681,ERR4822617,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822617/pilon/ERR4822617,HIGH
site.03.subj.GB-82160050.lab.82160050.iso.1,ERS5312682,ERR4822618,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822618/pilon/ERR4822618,HIGH
site.03.subj.GB-82250026.lab.82250026.iso.1,ERS5312683,ERR4822619,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.25,0.25,0.25,0.25,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822619/pilon/ERR4822619,HIGH
site.03.subj.GB-82340035.lab.82340035.iso.1,ERS5312684,ERR4822620,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822620/pilon/ERR4822620,HIGH
site.03.subj.GB-82350026.lab.82350026.iso.1,ERS5312685,ERR4822621,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822621/pilon/ERR4822621,HIGH
site.03.subj.GB-82420148.lab.82420148.iso.1,ERS5312687,ERR4822623,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822623/pilon/ERR4822623,HIGH
site.03.subj.GB-82440038.lab.82440038.iso.1,ERS5312688,ERR4822624,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822624/pilon/ERR4822624,HIGH
site.03.subj.GB-82440157.lab.82440157.iso.1,ERS5312689,ERR4822625,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822625/pilon/ERR4822625,HIGH
site.03.subj.GB-82460003.lab.82460003.iso.1,ERS5312690,ERR4822626,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822626/pilon/ERR4822626,HIGH
site.03.subj.GB-82520079.lab.82520079.iso.1,ERS5312691,ERR4822627,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.25,0.25,0.25,0.25,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822627/pilon/ERR4822627,HIGH
site.03.subj.GB-82540002.lab.82540002.iso.1,ERS5312692,ERR4822628,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822628/pilon/ERR4822628,HIGH
site.03.subj.GB-82540099.lab.82540099.iso.1,ERS5312693,ERR4822629,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822629/pilon/ERR4822629,HIGH
site.03.subj.GB-82540135.lab.82540135.iso.1,ERS5312694,ERR4822630,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822630/pilon/ERR4822630,HIGH
site.03.subj.GB-82560048.lab.82560048.iso.1,ERS5312695,ERR4822631,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822631/pilon/ERR4822631,HIGH
site.03.subj.GB-82610078.lab.82610078.iso.1,ERS5312696,ERR4822632,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822632/pilon/ERR4822632,HIGH
site.03.subj.GB-82620076.lab.82620076.iso.1,ERS5312697,ERR4822633,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822633/pilon/ERR4822633,HIGH
site.03.subj.GB-82620147.lab.82620147.iso.1,ERS5312698,ERR4822634,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822634/pilon/ERR4822634,HIGH
site.03.subj.GB-82630040.lab.82630040.iso.1,ERS5312699,ERR4822635,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.25,0.25,0.25,0.25,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822635/pilon/ERR4822635,HIGH
site.03.subj.GB-82640168.lab.82640168.iso.1,ERS5312700,ERR4822636,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822636/pilon/ERR4822636,HIGH
site.03.subj.GB-82640169.lab.82640169.iso.1,ERS5312701,ERR4822637,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822637/pilon/ERR4822637,HIGH
site.03.subj.GB-82660031.lab.82660031.iso.1,ERS5312702,ERR4822638,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822638/pilon/ERR4822638,HIGH
site.03.subj.GB-82810059.lab.82810059.iso.1,ERS5312704,ERR4822640,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822640/pilon/ERR4822640,HIGH
site.03.subj.GB-84910090.lab.IML-00749.iso.1,ERS5312705,ERR4822641,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4822641/pilon/ERR4822641,HIGH
site.08.subj.05TB31002.lab.1755.iso.1,ERS5317218,ERR4828145,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4828145/pilon/ERR4828145,HIGH
site.08.subj.05TB42001.lab.1758.iso.1,ERS5317219,ERR4828146,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4828146/pilon/ERR4828146,HIGH
site.08.subj.05TB41001.lab.1759.iso.1,ERS5317220,ERR4828147,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR4828147/pilon/ERR4828147,HIGH
